gen,evals,avg_upcc,avg_upmr,avg_upcm,avg_cpdh,avg_cpah,avg_cprr,std_upcc,std_upmr,std_upcm,std_cpdh,std_cpah,std_cprr,min_upcc,min_upmr,min_upcm,min_cpdh,min_cpah,min_cprr,max_upcc,max_upmr,max_upcm,max_cpdh,max_cpah,max_cprr
44,1000,0.35968888888888895,1.0,0.7316666666666718,0.27052500000000007,0.37842857142857345,0.0,0.14248483393412295,0.0,0.19677257035583998,0.20906183146380322,0.38803005879778385,0.0,0.1037037037037037,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.6296296296296297,1.0,1.0,0.675,1.0,-0.0
45,1000,0.35685185185185275,1.0,0.7321666666666706,0.27384999999999937,0.3605714285714304,0.0,0.1412191430539198,0.0,0.20114609118747376,0.21570796809575693,0.38154957952100355,0.0,0.1037037037037037,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.6296296296296297,1.0,1.0,0.675,1.0,-0.0
46,1000,0.3584222222222232,1.0,0.7251666666666655,0.27202499999999946,0.33557142857142946,0.0,0.13795950400834198,0.0,0.209615984865446,0.22282678109913034,0.3759396119548124,0.0,0.1037037037037037,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.6296296296296297,1.0,1.0,0.65,1.0,-0.0
47,1000,0.3644444444444459,1.0,0.7156666666666717,0.26362500000000205,0.31000000000000505,0.0,0.13119101980040054,0.0,0.21663871614587468,0.22859075741376825,0.3617728456320843,0.0,0.1037037037037037,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.6296296296296297,1.0,1.0,0.65,1.0,-0.0
48,1000,0.3519481481481492,1.0,0.7215000000000019,0.2829500000000014,0.27157142857142774,0.0,0.1356137966363839,0.0,0.21633044425395084,0.23812926636598047,0.3378563575949817,0.0,0.1037037037037037,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.6296296296296297,1.0,1.0,0.65,1.0,-0.0
49,1000,0.38237777777778037,1.0,0.701833333333337,0.23242500000000132,0.30642857142857416,0.0,0.13054057891507992,0.0,0.22622991009639196,0.22323584921557751,0.3685596620491663,0.0,0.1037037037037037,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.6296296296296297,1.0,1.0,0.65,1.0,-0.0
50,1000,0.42194814814815057,1.0,0.6738333333333272,0.16117499999999943,0.3332857142857142,0.0,0.09801867938773855,0.0,0.23939454881011843,0.17744927268095587,0.3846575736672715,0.0,0.0962962962962963,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.6296296296296297,1.0,1.0,0.65,1.0,-0.0
51,1000,0.4182296296296319,1.0,0.667166666666664,0.1480000000000004,0.30128571428571393,0.0,0.09355367260062235,0.0,0.250388087664818,0.1784999999999993,0.3836218110034283,0.0,0.15555555555555556,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.6296296296296297,1.0,1.0,0.65,1.0,-0.0
52,1000,0.4112148148148176,1.0,0.6600000000000071,0.13602500000000028,0.2652857142857139,0.0,0.0887393198427028,0.0,0.2542090128658352,0.18230557965953784,0.37039832392621314,0.0,0.15555555555555556,1.0,0.16666666666666663,0.0,-0.0,-0.0,0.6296296296296297,1.0,1.0,0.65,1.0,-0.0
53,1000,0.40383703703703805,1.0,0.6600000000000007,0.13357500000000005,0.23785714285714282,0.0,0.08666086590273835,0.0,0.25616834742454414,0.19059995901101215,0.35932973317394273,0.0,0.15555555555555556,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
54,1000,0.4021037037037052,1.0,0.6610000000000021,0.13337499999999997,0.20614285714285696,0.0,0.08752325781434457,0.0,0.24386038810944433,0.19504610833082556,0.32940115732793074,0.0,0.15555555555555556,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
55,1000,0.3918518518518546,1.0,0.6210000000000045,0.12260000000000001,0.11499999999999978,0.0,0.08646256435182559,0.0,0.23195569500325822,0.2036399764289923,0.22727197588001802,0.0,0.15555555555555556,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
56,1000,0.3910592592592632,1.0,0.6475000000000064,0.13315000000000002,0.10557142857142815,0.0,0.08881174152159563,0.0,0.22209701333726453,0.2126995004695585,0.2098045251549881,0.0,0.15555555555555556,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
57,1000,0.39026666666666815,1.0,0.6740000000000039,0.148275,0.10257142857142815,0.0,0.0931024198188838,0.0,0.2095009944288243,0.2246278018745676,0.19817926331521918,0.0,0.2,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
58,1000,0.38412592592592454,1.0,0.6864999999999992,0.15960000000000096,0.09999999999999992,0.0,0.09646155363972657,0.0,0.2114000289078081,0.23797130079066278,0.19272482233188687,0.0,0.2,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
59,1000,0.384014814814813,1.0,0.680333333333332,0.1522500000000009,0.09271428571428586,0.0,0.09391209034680179,0.0,0.20958132868491283,0.2353427022450459,0.1879969061838357,0.0,0.2,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
60,1000,0.3878666666666646,1.0,0.6659999999999997,0.13570000000000104,0.08728571428571426,0.0,0.08976083326222385,0.0,0.20534415555896088,0.22405470314189013,0.18711990044583046,0.0,0.2,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
61,1000,0.389459259259257,1.0,0.6585000000000003,0.12687500000000101,0.08400000000000014,0.0,0.08749213439073812,0.0,0.2018387007268701,0.21828217832658642,0.18715136294737592,0.0,0.2,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
62,1000,0.39331851851851546,1.0,0.640333333333333,0.10842500000000062,0.07657142857142872,0.0,0.08224770909622675,0.0,0.19572060585323012,0.20341065452674723,0.18331995003717533,0.0,0.2,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
63,1000,0.39815555555555193,1.0,0.6301666666666659,0.0931750000000006,0.07428571428571447,0.0,0.07773790829982041,0.0,0.1865653743031884,0.18730735269871285,0.18602172355037414,0.0,0.2,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
64,1000,0.39787407407407455,1.0,0.615499999999998,0.08037500000000035,0.05885714285714311,0.0,0.07258980758074131,0.0,0.1790989019136254,0.17753305150027757,0.1719192976310663,0.0,0.2,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
65,1000,0.39342222222222734,1.0,0.6023333333333323,0.07572499999999986,0.04014285714285722,0.0,0.06905811790683315,0.0,0.1705386889959132,0.1794368952445397,0.12155783036254356,0.0,0.21481481481481482,1.0,0.33333333333333337,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
66,1000,0.3931555555555604,1.0,0.6030000000000001,0.07742500000000004,0.04028571428571433,0.0,0.07049432513715731,0.0,0.1709512601103984,0.18197800519568355,0.11905032377879793,0.0,0.21481481481481482,1.0,0.5,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
67,1000,0.393392592592597,1.0,0.5953333333333334,0.06964999999999999,0.03614285714285712,0.0,0.06693949769131817,0.0,0.16506025835702737,0.1735371069829157,0.1143741622027982,0.0,0.21481481481481482,1.0,0.5,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
68,1000,0.39451851851852315,1.0,0.5883333333333335,0.06202499999999995,0.032857142857142835,0.0,0.06402520079975182,0.0,0.15803480629279024,0.16368345785386998,0.11112596272625462,0.0,0.21481481481481482,1.0,0.5,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
69,1000,0.39295555555556044,1.0,0.5858333333333338,0.05957499999999994,0.029285714285714255,0.0,0.06241794569777484,0.0,0.15632720314917836,0.16263515725389868,0.10448855029550937,0.0,0.21481481481481482,1.0,0.5,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
70,1000,0.39342222222222734,1.0,0.5753333333333335,0.04952499999999994,0.023571428571428552,0.0,0.057181853673825556,0.0,0.14603043822740766,0.14888888264407277,0.0949516525739842,0.0,0.21481481481481482,1.0,0.5,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
71,1000,0.40145925925926423,1.0,0.5495000000000002,0.01665000000000001,0.01657142857142857,0.0,0.04164398790215796,0.0,0.10708135536435263,0.062271803410532164,0.09546278257594731,0.0,0.21481481481481482,1.0,0.5,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
72,1000,0.4000444444444493,1.0,0.5443333333333337,0.01447500000000002,0.01442857142857143,0.0,0.03960709916828971,0.0,0.10100110010401897,0.05754215302715052,0.09133913035875602,0.0,0.21481481481481482,1.0,0.5,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
73,1000,0.3992370370370422,1.0,0.5411666666666672,0.011975000000000017,0.011714285714285714,0.0,0.03632530284644784,0.0,0.09631992409557724,0.048564126420640855,0.08442796712377497,0.0,0.21481481481481482,1.0,0.5,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
74,1000,0.3977925925925974,1.0,0.5353333333333338,0.009275000000000023,0.009142857142857144,0.0,0.032830107631230725,0.0,0.08804291882687344,0.03848180576584201,0.07476548368746387,0.0,0.28888888888888886,1.0,0.5,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
75,1000,0.3971333333333383,1.0,0.5335000000000004,0.008925000000000021,0.00985714285714286,0.0,0.03209658862514421,0.0,0.08637756267303026,0.03787768967347403,0.07905552169332737,0.0,0.28888888888888886,1.0,0.5,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
76,1000,0.3966962962963011,1.0,0.5320000000000005,0.008475000000000016,0.009142857142857142,0.0,0.03146630047914155,0.0,0.08352245207128493,0.03698039176374448,0.07744701941538158,0.0,0.28888888888888886,1.0,0.5,0.0,-0.0,-0.0,0.6444444444444445,1.0,1.0,0.65,1.0,-0.0
77,1000,0.3959037037037087,1.0,0.5301666666666671,0.00782500000000002,0.008571428571428572,0.0,0.029921883665388945,0.0,0.08134955439336997,0.03425119523461944,0.07205440121667664,0.0,0.28888888888888886,1.0,0.5,0.0,-0.0,-0.0,0.6222222222222222,1.0,1.0,0.65,1.0,-0.0
78,1000,0.3954000000000047,1.0,0.5288333333333339,0.007250000000000014,0.007571428571428571,0.0,0.028823629043214827,0.0,0.07976893714556668,0.03272900090134119,0.06486894165805993,0.0,0.28888888888888886,1.0,0.5,0.0,-0.0,-0.0,0.6222222222222222,1.0,1.0,0.65,1.0,-0.0
79,1000,0.39488888888889373,1.0,0.5280000000000005,0.006600000000000016,0.005714285714285714,0.0,0.027054687288017024,0.0,0.07813378839457968,0.030334633671762666,0.05721424112714591,0.0,0.28888888888888886,1.0,0.5,0.0,-0.0,-0.0,0.5777777777777777,1.0,1.0,0.65,1.0,-0.0
